"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"A_06_P4661" -1.57937176666667 -0.193052603333333 -17.1206762351674 1.00956090610079e-06 6.13114104128135e-05 6.31204577710415
"A_06_P2244" 0.94028378 -0.178976063333333 17.0484709771666 1.03759557162904e-06 6.24138440991336e-05 6.2820026092524
"A_06_P7202" 1.11822478666667 -0.18623654 16.8701795384955 1.11073284548606e-06 6.61829118121696e-05 6.20724739736983
"A_06_P7047" 1.46980732333333 -0.432870871666667 16.8441967761762 1.12187798421384e-06 6.62222555915385e-05 6.19628456523379
"A_06_P4677" -1.19225089333333 -0.39373191 -16.7858443584934 1.1473791075981e-06 6.65307011798867e-05 6.17159989001679
"A_06_P6469" -1.02332433 0.386771518333333 -16.7840568040366 1.1481707455047e-06 6.65307011798867e-05 6.17084229845997
"A_06_P3855" -1.512045518 0.672718674333333 -16.7361286209594 1.16963191766641e-06 6.71581381089186e-05 6.15049833329858
"A_06_P5966" 2.29245280666667 0.123603663333333 16.7004535342581 1.18590563965185e-06 6.74790992796497e-05 6.13531610753582
"A_06_P1711" 0.95361932 -0.119013943333333 16.5057031906354 1.27946223425256e-06 7.15211800737093e-05 6.05183900641063
"A_06_P5030" 1.2115202 -0.0850316666666666 16.5054476103182 1.2795904604701e-06 7.15211800737093e-05 6.0517287864448
"A_06_P4153" 1.08187516333333 -0.0715683316666667 16.4767929745521 1.29406067193701e-06 7.16955017890716e-05 6.03936015926536
"A_06_P6669" -1.14484437666667 0.111699265 -16.4429765176146 1.31137982368053e-06 7.20232605770976e-05 6.02473481008239
"A_06_P4165" 2.46992237333333 0.591016446666667 16.4179836726986 1.32435104240359e-06 7.21086308950093e-05 6.01390560758561
"A_06_P6051" -1.65552871333333 0.68539191 -16.2312840194798 1.42604620042124e-06 7.69217679921863e-05 5.93246760911242
"A_06_P3679" 1.50066661666667 0.201348458333333 16.2097385125905 1.43834893457732e-06 7.69217679921863e-05 5.92300738912106
"A_06_P7208" 2.66111149 -0.378983321666667 16.1907615491086 1.44928600238603e-06 7.69217679921863e-05 5.91466423240536
"A_06_P4142" -1.18048953333333 0.311281683333333 -16.1146685448844 1.49411048319742e-06 7.7301600662278e-05 5.88110878223917
"A_06_P5532" 1.43975385666667 -0.473238305 16.1040522941524 1.50048988910153e-06 7.7301600662278e-05 5.8764142777783
"A_06_P5419" -0.92829641 0.341068905 -16.0845906967032 1.51226591960977e-06 7.7301600662278e-05 5.86780009111867
"A_06_P3588" 0.815939593333333 -0.0596993766666666 16.0528424555971 1.53170492867101e-06 7.7301600662278e-05 5.85372450497135
"A_06_P5509" 1.42913404 -0.421966546666667 16.0493352267791 1.53386989609556e-06 7.7301600662278e-05 5.85216781996128
"A_06_P1588" -0.995116556666667 0.244277321666667 -16.0489531080724 1.53410598520375e-06 7.7301600662278e-05 5.85199819529116
"A_06_P6688" -0.992835373333333 0.20744356 -16.0360292158743 1.54211552936147e-06 7.7301600662278e-05 5.84625876078505
"A_06_P5585" 1.07439436366667 -0.4836960515 16.0009796653885 1.56408011884743e-06 7.77852758318142e-05 5.8306694831477
"A_06_P3896" 1.03683725666667 -0.354743318333333 15.9758180372837 1.58006973168776e-06 7.78590234638546e-05 5.81945649899728
"A_06_P5517" 0.964559564 -0.462039951333333 15.9600003264319 1.59021754699766e-06 7.78590234638546e-05 5.81239823722357
"A_06_P5257" 1.37523011666667 -0.511457108333333 15.8251184799995 1.67985687543591e-06 8.06175957977841e-05 5.75191747934492
"A_06_P1410" -0.990930874333333 0.448910872833333 -15.820347154566 1.68313242566157e-06 8.06175957977841e-05 5.74976836290822
"A_06_P5533" 1.58381813333333 -0.647988166666667 15.8178471984745 1.68485159045401e-06 8.06175957977841e-05 5.7486420592533
"A_06_P6497" 1.13801382333333 -0.453965655 15.7604427857651 1.72488731098265e-06 8.19126936553866e-05 5.72272942608967
"A_06_P4136" -1.23515494233333 0.553612628833333 -15.7380378786293 1.74080867211149e-06 8.20518475601208e-05 5.71258952600967
"A_06_P5708" -0.912328716666667 0.120074275 -15.5511341712275 1.8804046693781e-06 8.7949964448224e-05 5.62742222957725
"A_06_P1944" -0.88917288 -0.0199937833333333 -15.5340506779491 1.8937927746926e-06 8.7949964448224e-05 5.61958565951868
"A_06_P6535" 1.89858244333333 -0.279392878333333 15.4999593856855 1.92083798308561e-06 8.85548372348082e-05 5.6039209450278
"A_06_P4234" 1.91165988 -0.293934193333333 15.4498540815782 1.96139588765242e-06 8.9769394394295e-05 5.58083406585432
"A_06_P1778" -1.16061399333333 0.36054197 -15.3997191083584 2.00296452737119e-06 9.00967876594178e-05 5.55765707818829
"A_06_P1401" 0.911023143333333 -0.0354879683333333 15.3958220326224 2.00623785258247e-06 9.00967876594178e-05 5.55585227645298
"A_06_P4396" 0.862207736666667 -0.406230451666667 15.3897577346708 2.01134373970518e-06 9.00967876594178e-05 5.55304287280318
"A_06_P5478" 1.12520837733333 -0.414155244666667 15.3195777225805 2.07153037483583e-06 9.21393369539654e-05 5.52044846706898
"A_06_P3625" -0.916260723333333 0.114511971666667 -15.2978479534687 2.09058306986684e-06 9.23365221627897e-05 5.51032551297761
"A_06_P1943" -0.861823083333334 0.219177405 -15.2653811815915 2.11942590677117e-06 9.29603751886576e-05 5.49517340758912
"A_06_P6357" -1.47432518066667 0.615748409666667 -15.224469165734 2.15642391432332e-06 9.39308513301109e-05 5.47603328093655
"A_06_P4680" -0.947191552666667 0.429839290333333 -15.2048578427151 2.17442146937618e-06 9.40660684971231e-05 5.46683987641708
"A_06_P2819" -1.41094175333333 0.11150567 -15.1268596976194 2.24772787262383e-06 9.65758451938238e-05 5.43015646712377
"A_06_P3268" -1.00507702466667 0.488537937666667 -15.0609274700639 2.31191187874264e-06 9.86624015279628e-05 5.39899801007203
"A_06_P3375" 1.44994608666667 0.0568304033333333 15.0314392845373 2.34129702819692e-06 9.92458525509515e-05 5.38501767670468
"A_06_P7011" 1.60921989333333 0.188797003333333 15.003411755132 2.36962449380736e-06 9.97769886859153e-05 5.3717040979087
"A_06_P2501" -1.40126896666667 0.53245465 -14.9871867714254 2.38620275253276e-06 9.98096462582576e-05 5.36398544118643
"A_06_P6648" -1.09287388 0.11922995 -14.885087531111 2.4936311696715e-06 0.000103616937287139 5.31521952084494
"A_06_P5072" 1.47988033666667 -0.257262075 14.8631072146602 2.51747854003449e-06 0.00010392414678992 5.30467683159515
"A_06_P6797" -0.987784696666666 0.468764301666667 -14.7915391010105 2.59695832273803e-06 0.000106509017963724 5.27024045273323
"A_06_P4092" 0.96140895 0.048381015 14.753439644494 2.64044179249219e-06 0.000107593744266972 5.25183960332161
"A_06_P2403" -1.75365159333333 0.450185603333333 -14.7197044901486 2.67964261810552e-06 0.000108043683528086 5.23550658351328
"A_06_P3299" -1.46223897666667 0.188151041666667 -14.7027718530719 2.69957004842354e-06 0.000108043683528086 5.22729436584185
"A_06_P2468" 0.925791423333333 -0.0761928583333333 14.6920190837616 2.71231286164166e-06 0.000108043683528086 5.22207440102498
"A_06_P1553" 3.29643103333333 -0.762090916666667 14.6856367098362 2.71990906918392e-06 0.000108043683528086 5.21897423989997
"A_06_P6811" -0.86715699 0.250187878333333 -14.6710562416447 2.73735427205844e-06 0.000108057059889507 5.21188686558737
"A_06_P1334" 1.16607856333333 0.325608251666667 14.6382489547064 2.77707888202582e-06 0.000108862777126119 5.19591373899319
"A_06_P6482" 1.41941072 -0.150104513333333 14.625871865653 2.79223715871299e-06 0.000108862777126119 5.18987826224746
"A_06_P5231" -0.91688252 0.194688323333333 -14.5415972353885 2.89800899071118e-06 0.000112293403590993 5.14864625665695
"A_06_P3939" -0.87189993 0.258266135 -14.4819620570234 2.9756354599891e-06 0.000114598253446897 5.11932411888053
"A_06_P4852" -1.56482061 0.357465108333333 -14.4637949540019 2.99975545007691e-06 0.000114827002561732 5.11036743392837
"A_06_P4315" -0.795744895333333 0.267726102333333 -14.3705623158085 3.12712256770098e-06 0.000118387698333094 5.06422411302679
"A_06_P1294" 1.67039268333333 -0.103465241666667 14.3627205237581 3.13811530030505e-06 0.000118387698333094 5.06032934518669
"A_06_P2396" -1.08476034666667 0.0167528866666667 -14.3549812451002 3.14900780873334e-06 0.000118387698333094 5.05648340568712
"A_06_P1534" 1.04180526666667 0.117869373333333 14.2604953317591 3.28554823534865e-06 0.00012222914311448 5.00936188690732
"A_06_P3234" -0.81389331 0.196041578333333 -14.2575641213279 3.28989143911678e-06 0.00012222914311448 5.0078950637502
"A_06_P2713" -0.800406453333333 0.0729571966666667 -14.235071131679 3.32343955151875e-06 0.000122753474897032 4.99662918978301
"A_06_P6949" -0.798009863333333 0.0236981683333333 -14.2049235305697 3.36902168997721e-06 0.000123713610429628 4.98150150849526
"A_06_P4886" -0.892627066666667 0.308540656666667 -14.1856642573526 3.39851635391076e-06 0.000124046965371649 4.97182066899711
"A_06_P5913" 0.773379024666667 -0.362038621 14.1618775384214 3.43535424246623e-06 0.000124046965371649 4.9598459566648
"A_06_P5954" -1.09254486333333 0.0784395516666667 -14.1559386991496 3.44462287972704e-06 0.000124046965371649 4.95685309638782
"A_06_P3139" 1.22208499333333 0.208996293333333 14.1482531294145 3.45666021301618e-06 0.000124046965371649 4.95297811755396
"A_06_P4630" 0.867082923333333 -0.0857663183333334 14.1172491566898 3.50571177879066e-06 0.000125096472287242 4.9373249242295
"A_06_P3612" -0.900031736666667 0.141387785 -14.1042972753785 3.5264390820333e-06 0.000125129153045631 4.93077566955085
"A_06_P4868" -0.88098684 0.148183343333333 -14.0803551962218 3.56512550662816e-06 0.000125504743841401 4.9186533173398
"A_06_P1222" 1.05474567666667 -0.0922967616666667 14.0505053743762 3.61404146317459e-06 0.000125504743841401 4.90351097723625
"A_06_P2849" -0.77677757 0.075794375 -14.0370946801699 3.6362683195067e-06 0.000125504743841401 4.89669751761438
"A_06_P3966" 1.01481373 -0.494581535 14.0349041721742 3.63991373809885e-06 0.000125504743841401 4.89558398906342
"A_06_P5480" 1.65254243666667 -0.559586681666667 14.0332385148783 3.64268851140299e-06 0.000125504743841401 4.89473714873804
"A_06_P1626" 1.26483028666667 -0.373861956666667 14.0108615209566 3.68020193359193e-06 0.000125504743841401 4.88335070839373
"A_06_P5848" 1.81975301666667 0.362837791666667 14.0028881890898 3.6936755652556e-06 0.000125504743841401 4.87928914010302
"A_06_P6053" 0.809204103333333 -0.0183299383333333 13.9946731585661 3.70761683166655e-06 0.000125504743841401 4.87510204570317
"A_06_P4055" 0.855950346666667 -0.04281123 13.9898310127943 3.71586242848987e-06 0.000125504743841401 4.87263292190008
"A_06_P4093" 0.84310372 0.0275629333333333 13.963430453744 3.76119104561665e-06 0.00012636001406444 4.85915569526049
"A_06_P3577" -0.966104166666667 0.17871045 -13.9070401549743 3.86015103426848e-06 0.000128914608750365 4.83028400416314
"A_06_P7025" 0.988914796666667 0.0181489016666667 13.8970168574838 3.87805187817755e-06 0.000128914608750365 4.82513993453149
"A_06_P7017" -0.931754436666667 0.298965141666667 -13.8151277907899 4.0279194396685e-06 0.000132112210279332 4.78297511852675
"A_06_P5483" -0.715540254666666 0.284333072666667 -13.8148088114529 4.02851605885647e-06 0.000132112210279332 4.78281039140788
"A_06_P1767" -1.55295914333333 0.436507395 -13.8102817603577 4.0369943926395e-06 0.000132112210279332 4.78047212787227
"A_06_P2824" -0.79219754 0.114035286666667 -13.7916297975816 4.07214257992254e-06 0.000132575528529849 4.77083019852751
"A_06_P1582" 0.811717666666667 -0.107613086666667 13.7165792865469 4.21716125948972e-06 0.000136592771871472 4.73190267216467
"A_06_P6947" 2.22462619666667 -0.831738301666667 13.6619087769545 4.32653202319629e-06 0.000139420287033203 4.70341301265226
"A_06_P3280" -1.03787931333333 0.246191666666667 -13.5940533882975 4.46683259533459e-06 0.000142800193557026 4.66789536646274
"A_06_P6598" -0.696507136666667 0.200624785 -13.5894032494265 4.47663684678454e-06 0.000142800193557026 4.66545493032456
"A_06_P3554" 1.50984702333333 0.00675869166666667 13.553807743796 4.55250834521982e-06 0.000143708316573392 4.64674672887218
"A_06_P4488" -0.910365113333333 0.0186816833333333 -13.5478267029209 4.56540103813217e-06 0.000143708316573392 4.64359847083985
"A_06_P2550" 1.82325142333333 -0.310674188333333 13.5330202129486 4.59749829970374e-06 0.000143708316573392 4.63579883342944
"A_06_P3755" 1.21986404633333 -0.562744376833333 13.5261993639202 4.61237141387513e-06 0.000143708316573392 4.63220297237031
"A_06_P3275" -1.43397078833333 0.537591305833333 -13.5232266204155 4.61887084616824e-06 0.000143708316573392 4.63063522195413
"A_06_P6054" -0.957578976666667 0.294619081666667 -13.4944326375569 4.68237072248311e-06 0.000144502528039582 4.61543238960231
"A_06_P5974" -1.13623618666667 0.141421003333333 -13.4909337407414 4.69015488412197e-06 0.000144502528039582 4.6135828412451
"A_06_P1380" 1.18581104333333 0.386292778333333 13.4517773167966 4.77828776830176e-06 0.000145883338098984 4.59285210398407
"A_06_P4038" 0.73948096 0.156576153333333 13.4483850907622 4.78601191211859e-06 0.000145883338098984 4.59105334792195
"A_06_P1539" 1.59174427 -0.226332748333333 13.4403939644756 4.80426445924455e-06 0.000145883338098984 4.58681422033166
"A_06_P6963" 0.987065953333333 -0.13521115 13.4100457476659 4.87431367340188e-06 0.000147302225651705 4.57069248276755
"A_06_P6250" 0.86165079 0.0140744883333333 13.3542443569739 5.00619194200296e-06 0.000150173191782455 4.54095547843512
"A_06_P3778" -0.823085464666667 0.370440641 -13.3428188409196 5.03369629696529e-06 0.000150173191782455 4.53485166360225
"A_06_P5684" -0.853158953333333 0.182779473333333 -13.3263718264358 5.07359349741323e-06 0.000150173191782455 4.52605620595456
"A_06_P3051" 1.43559805666667 -0.149983571666667 13.3188748506346 5.09189987299427e-06 0.000150173191782455 4.5220434689288
"A_06_P2298" -1.04824193 0.338857015 -13.298473414668 5.14210142913393e-06 0.000150173191782455 4.51111240905202
"A_06_P3656" -0.82746855 0.192860441666667 -13.2949261448564 5.1508879337228e-06 0.000150173191782455 4.50921010651669
"A_06_P2679" 0.742972696666667 -0.0609321583333333 13.2822428738316 5.182445184474e-06 0.000150173191782455 4.50240434094498
"A_06_P6655" -0.719383873333333 0.0109462733333333 -13.2660612572849 5.22302894469535e-06 0.000150173191782455 4.49371211718735
"A_06_P6179" 1.32698664533333 -0.508292997333333 13.2643730452614 5.22728395573909e-06 0.000150173191782455 4.4928046667299
"A_06_P3912" 1.56346195333333 -0.30709871 13.2538287913667 5.25395004222757e-06 0.000150173191782455 4.48713433659548
"A_06_P3469" 2.05614947333333 -0.07386066 13.2484306714404 5.26766204772936e-06 0.000150173191782455 4.48422970371513
