"ID" "Gene"
"A_06_P5726" "YMR287C"
"A_06_P7160" "YPR113W"
"A_06_P2751" "YER119C"
"A_06_P4706" "YKR068C"
"A_06_P4929" "YLR116W"
"A_06_P1287" "YBR040W"
"A_06_P2608" "YEL066W"
"A_06_P6043" "YNL271C"
"A_06_P7063" "YPR017C"
"A_06_P4909" "YLR097C"
"A_06_P5869" "YNL098C"
"A_06_P3161" "YGL206C"
"A_06_P3796" "YHR217C"
"A_06_P3723" "YHR145C"
"A_06_P5716" "YMR277W"
"A_06_P6793" "YPL034W"
"A_06_P5380" "YML090W"
"A_06_P6513" "YOR151C"
"A_06_P6031" "YNL259C"
"A_06_P3853" "YIL053W"
"A_06_P3819" "YIL019W"
"A_06_P3210" "YGL254W"
"A_06_P1593" "YCL041C"
"A_06_P4936" "YLR123C"
"A_06_P5255" "YLR437C"
"A_06_P4120" "YJL098W"
"A_06_P5212" "YLR394W"
"A_06_P4104" "YJL082W"
"A_06_P5432" "YMR005W"
"A_06_P2706" "YER075C"
"A_06_P4527" "YKL115C"
"A_06_P1201" "YBL070C"
"A_06_P1768" "YDL040C"
"A_06_P5013" "YLR199C"
"A_06_P5240" "YLR422W"
"A_06_P6024" "YNL252C"
"A_06_P3426" "YGR205W"
"A_06_P3610" "YHR039C"
"A_06_P4251" "YJR005W"
"A_06_P5184" "YLR366W"
"A_06_P4129" "YJL107C"
"A_06_P6500" "YOR138C"
"A_06_P3407" "YGR186W"
"A_06_P5667" "YMR228W"
"A_06_P4818" "YLR006C"
"A_06_P3688" "YHR113W"
"A_06_P6453" "YOR091W"
"A_06_P3934" "YIL135C"
"A_06_P4580" "YKL167C"
"A_06_P7038" "YPL277C"
"A_06_P3251" "YGR031W"
"A_06_P6881" "YPL122C"
"A_06_P7003" "YPL243W"
"A_06_P2637" "YER014W"
"A_06_P2521" "YDR527W"
"A_06_P2860" "YFL034C-A"
"A_06_P4317" "YJR074W"
"A_06_P3769" "YHR191C"
"A_06_P5652" "YMR213W"
"A_06_P5117" "YLR301W"
"A_06_P6416" "YOR054C"
"A_06_P5069" "YLR255C"
"A_06_P6672" "YOR309C"
"A_06_P4351" "YJR108W"
"A_06_P5525" "YMR096W"
"A_06_P4648" "YKR011C"
"A_06_P1197" "YBL066C"
"A_06_P1711" "YCR091W"
"A_06_P4421" "YKL014C"
"A_06_P5788" "YNL017C"
"A_06_P5718" "YMR279C"
"A_06_P5064" "YLR250W"
"A_06_P6401" "YOR039W"
"A_06_P5798" "YNL027W"
"A_06_P1190" "YBL059W"
"A_06_P1342" "YBR091C"
"A_06_P3198" "YGL242C"
"A_06_P3225" "YGR005C"
"A_06_P6548" "YOR186W"
"A_06_P4265" "YJR018W"
"A_06_P1249" "YBR002C"
"A_06_P6813" "YPL054W"
"A_06_P3254" "YGR034W"
"A_06_P2437" "YDR444W"
"A_06_P7159" "YPR112C"
"A_06_P2776" "YER143W"
"A_06_P3154" "YGL199C"
"A_06_P4237" "YJL215C"
"A_06_P2769" "YER136W"
"A_06_P6504" "YOR142W"
"A_06_P1213" "YBL081W"
"A_06_P4486" "YKL076C"
"A_06_P6078" "YNL306W"
"A_06_P6149" "YNR036C"
"A_06_P5637" "YMR198W"
"A_06_P6302" "YOL109W"
"A_06_P3960" "YIL161W"
"A_06_P5599" "YMR164C"
"A_06_P1292" "YBR045C"
"A_06_P6510" "YOR148C"
"A_06_P5889" "YNL118C"
"A_06_P3506" "YGR284C"
"A_06_P6333" "YOL140W"
"A_06_P1886" "YDL153C"
"A_06_P4583" "YKL170W"
"A_06_P1266" "YBR019C"
"A_06_P1748" "YDL020C"
"A_06_P1566" "YCL010C"
"A_06_P3324" "YGR104C"
"A_06_P3281" "YGR061C"
"A_06_P3208" "YGL252C"
"A_06_P5951" "YNL179C"
"A_06_P1547" "YBR293W"
"A_06_P2331" "YDR340W"
"A_06_P5199" "YLR381W"
"A_06_P4077" "YJL056C"
"A_06_P5579" "YMR147W"
"A_06_P6947" "YPL187W"
"A_06_P5850" "YNL079C"
"A_06_P4310" "YJR067C"
"A_06_P1494" "YBR240C"
"A_06_P1791" "YDL062W"
"A_06_P6395" "YOR033C"
"A_06_P1259" "YBR012C"
"A_06_P3370" "YGR149W"
"A_06_P1663" "YCR038C"
"A_06_P3999" "YIR022W"
"A_06_P5329" "YML041C"
"A_06_P5965" "YNL193W"
"A_06_P2347" "YDR356W"
"A_06_P5237" "YLR419W"
"A_06_P4952" "YLR139C"
"A_06_P5556" "YMR125W"
"A_06_P6064" "YNL292W"
"A_06_P2055" "YDR068W"
"A_06_P6353" "YOL159C-A"
"A_06_P3003" "YGL048C"
"A_06_P3274" "YGR054W"
"A_06_P5415" "YML121W"
"A_06_P6632" "YOR271C"
"A_06_P2631" "YER009W"
"A_06_P4728" "YKR090W"
"A_06_P2835" "YFL011W"
"A_06_P6685" "YOR321W"
"A_06_P1124" "YAR068W"
"A_06_P2543" "YEL004W"
"A_06_P6376" "YOR014W"
"A_06_P5769" "YMR324C"
"A_06_P5188" "YLR370C"
"A_06_P2970" "YGL015C"
"A_06_P1861" "YDL130W"
"A_06_P1574" "YCL023C"
"A_06_P1437" "YBR184W"
"A_06_P4156" "YJL135W"
"A_06_P5244" "YLR426W"
"A_06_P3371" "YGR150C"
"A_06_P2533" "YDR539W"
"A_06_P4133" "YJL111W"
"A_06_P5766" "YMR321C"
"A_06_P5480" "YMR053C"
"A_06_P7061" "YPR016C"
"A_06_P4808" "YLL063C"
"A_06_P1849" "YDL118W"
"A_06_P7054" "YPR009W"
"A_06_P4922" "YLR109W"
"A_06_P3661" "YHR086W"
"A_06_P1017" "Q0140"
"A_06_P3160" "YGL205W"
"A_06_P3461" "YGR240C"
"A_06_P4193" "YJL171C"
"A_06_P4591" "YKL178C"
"A_06_P4400" "YJR156C"
"A_06_P2592" "YEL051W"
"A_06_P3095" "YGL140C"
"A_06_P2639" "YER016W"
"A_06_P1645" "YCR021C"
"A_06_P6578" "YOR216C"
"A_06_P7046" "YPR002C-A"
"A_06_P1193" "YBL062W"
"A_06_P7017" "YPL256C"
"A_06_P4287" "YJR044C"
"A_06_P7090" "YPR044C"
"A_06_P2467" "YDR475C"
"A_06_P6154" "YNR041C"
"A_06_P5911" "YNL139C"
"A_06_P3080" "YGL125W"
"A_06_P4096" "YJL074C"
"A_06_P3964" "YIL165C"
"A_06_P3236" "YGR016W"
"A_06_P5284" "YLR465C"
"A_06_P6788" "YPL029W"
"A_06_P5211" "YLR393W"
"A_06_P1745" "YDL017W"
"A_06_P5248" "YLR430W"
"A_06_P3469" "YGR248W"
"A_06_P7103" "YPR057W"
"A_06_P5331" "YML043C"
"A_06_P5241" "YLR423C"
"A_06_P5553" "YMR122W-A"
"A_06_P1374" "YBR122C"
"A_06_P4508" "YKL097C"
"A_06_P6810" "YPL051W"
"A_06_P4458" "YKL049C"
"A_06_P3121" "YGL166W"
"A_06_P4504" "YKL094W"
"A_06_P2018" "YDR033W"
"A_06_P4277" "YJR034W"
"A_06_P5873" "YNL102W"
"A_06_P3646" "YHR072W-A"
"A_06_P1242" "YBL108C-A"
"A_06_P3048" "YGL093W"
"A_06_P2983" "YGL028C"
"A_06_P1128" "YAR073W"
"A_06_P4431" "YKL023W"
"A_06_P5557" "YMR126C"
"A_06_P3464" "YGR243W"
"A_06_P1596" "YCL044C"
"A_06_P4447" "YKL038W"
"A_06_P2686" "YER057C"
"A_06_P6132" "YNR021W"
"A_06_P4895" "YLR083C"
"A_06_P7001" "YPL241C"
"A_06_P2316" "YDR325W"
"A_06_P4154" "YJL133W"
"A_06_P3918" "YIL119C"
"A_06_P3397" "YGR176W"
"A_06_P1368" "YBR116C"
"A_06_P3929" "YIL130W"
"A_06_P4520" "YKL108W"
"A_06_P5034" "YLR220W"
"A_06_P1027" "YAL004W"
"A_06_P6140" "YNR029C"
"A_06_P4616" "YKL204W"
"A_06_P1646" "YCR022C"
"A_06_P3402" "YGR181W"
"A_06_P6865" "YPL106C"
"A_06_P5130" "YLR313C"
"A_06_P5278" "YLR459W"
"A_06_P2371" "YDR379C-A"
"A_06_P3023" "YGL068W"
"A_06_P5495" "YMR068W"
"A_06_P2796" "YER164W"
"A_06_P2214" "YDR225W"
"A_06_P1261" "YBR014C"
"A_06_P2475" "YDR482C"
"A_06_P6218" "YOL027C"
"A_06_P4438" "YKL030W"
"A_06_P4097" "YJL075C"
"A_06_P2682" "YER054C"
"A_06_P3030" "YGL075C"
"A_06_P4979" "YLR165C"
"A_06_P3891" "YIL092W"
"A_06_P3735" "YHR157W"
"A_06_P3344" "YGR123C"
"A_06_P3140" "YGL185C"
"A_06_P4139" "YJL119C"
"A_06_P3054" "YGL099W"
"A_06_P5998" "YNL226W"
"A_06_P2103" "YDR115W"
"A_06_P5496" "YMR069W"
"A_06_P4590" "YKL177W"
"A_06_P1056" "YAL034C"
"A_06_P6714" "YOR350C"
"A_06_P2448" "YDR455C"
"A_06_P1361" "YBR109C"
"A_06_P3051" "YGL096W"
"A_06_P2235" "YDR246W"
"A_06_P6448" "YOR086C"
"A_06_P2633" "YER011W"
"A_06_P1338" "YBR088C"
"A_06_P4158" "YJL137C"
"A_06_P5954" "YNL182C"
"A_06_P1148" "YBL019W"
"A_06_P4779" "YLL034C"
"A_06_P2896" "YFR002W"
"A_06_P2162" "YDR174W"
"A_06_P2123" "YDR135C"
"A_06_P1109" "YAR029W"
"A_06_P5724" "YMR285C"
"A_06_P7030" "YPL269W"
"A_06_P4016" "YIR039C"
"A_06_P4912" "YLR099W-A"
"A_06_P3828" "YIL028W"
"A_06_P3536" "YHL018W"
"A_06_P3496" "YGR274C"
"A_06_P1938" "YDL203C"
"A_06_P6087" "YNL315C"
"A_06_P6419" "YOR057W"
"A_06_P3719" "YHR142W"
"A_06_P4442" "YKL033W-A"
"A_06_P4811" "YLL066C"
"A_06_P5500" "YMR073C"
"A_06_P3633" "YHR060W"
"A_06_P6798" "YPL039W"
"A_06_P4634" "YKL222C"
"A_06_P5967" "YNL195C"
"A_06_P4470" "YKL060C"
"A_06_P4850" "YLR038C"
"A_06_P4999" "YLR185W"
"A_06_P7190" "YPR142C"
"A_06_P3296" "YGR076C"
"A_06_P1440" "YBR187W"
"A_06_P5548" "YMR119W"
"A_06_P1078" "YAL054C"
"A_06_P2229" "YDR240C"
"A_06_P1276" "YBR029C"
"A_06_P4465" "YKL055C"
"A_06_P2062" "YDR075W"
"A_06_P5490" "YMR063W"
"A_06_P3789" "YHR211W"
"A_06_P4328" "YJR086W"
"A_06_P2996" "TC18826"
"A_06_P6151" "YNR038W"
"A_06_P2339" "YDR348C"
"A_06_P1773" "YDL045C"
"A_06_P2810" "YER178W"
"A_06_P4930" "YLR117C"
"A_06_P5257" "YLR438W"
"A_06_P4337" "YJR094W-A"
"A_06_P3223" "YGR003W"
"A_06_P6183" "YNR070W"
"A_06_P6162" "YNR049C"
"A_06_P2212" "YDR223W"
"A_06_P4239" "YJL217W"
"A_06_P7235" "YPR187W"
"A_06_P6981" "YPL221W"
"A_06_P2243" "YDR254W"
"A_06_P2447" "YDR454C"
"A_06_P3895" "YIL096C"
"A_06_P4732" "YKR094C"
"A_06_P5425" "YML131W"
"A_06_P2209" "YDR220C"
"A_06_P2882" "YFL056C"
"A_06_P4249" "YJR003C"
"A_06_P5401" "YML108W"
"A_06_P1032" "YAL010C"
"A_06_P5739" "YMR298W"
"A_06_P1910" "YDL176W"
"A_06_P4944" "YLR131C"
"A_06_P6806" "YPL047W"
"A_06_P1923" "YDL188C"
"A_06_P6529" "YOR167C"
"A_06_P2979" "YGL024W"
"A_06_P4426" "YKL018W"
"A_06_P1957" "YDL222C"
"A_06_P6849" "YPL090C"
"A_06_P2968" "YGL013C"
"A_06_P4471" "YKL061W"
"A_06_P4161" "YJL140W"
"A_06_P3449" "YGR228W"
"A_06_P5311" "YML021C"
"A_06_P3838" "YIL038C"
"A_06_P3235" "YGR015C"
"A_06_P5411" "YML116W-A"
"A_06_P2768" "YER135C"
"A_06_P1726" "YCR105W"
"A_06_P7079" "YPR033C"
"A_06_P4189" "YJL167W"
"A_06_P7102" "YPR056W"
"A_06_P6644" "YOR283W"
"A_06_P1504" "YBR250W"
"A_06_P5044" "YLR230W"
"A_06_P5424" "YML130C"
"A_06_P2282" "YDR293C"
"A_06_P7060" "YPR015C"
"A_06_P3665" "YHR090C"
"A_06_P1123" "YAR066W"
"A_06_P5823" "YNL052W"
"A_06_P6091" "YNL319W"
"A_06_P6355" "YOL161C"
"A_06_P6627" "YOR266W"
"A_06_P6900" "YPL141C"
"A_06_P4824" "YLR012C"
"A_06_P4100" "YJL078C"
"A_06_P2765" "YER132C"
"A_06_P1356" "YBR104W"
"A_06_P2374" "YDR381W"
"A_06_P7237" "YPR189W"
"A_06_P4738" "YKR100C"
"A_06_P2844" "YFL018C"
"A_06_P2307" "YDR318W"
"A_06_P7195" "YPR147C"
"A_06_P5326" "YML036W"
"A_06_P2699" "YER068W"
"A_06_P4646" "YKR009C"
"A_06_P3787" "YHR209W"
"A_06_P1468" "YBR215W"
"A_06_P1277" "YBR030W"
"A_06_P1572" "YCL021W-A"
"A_06_P3237" "YGR017W"
"A_06_P1735" "YDL007W"
"A_06_P2370" "YDR378C"
"A_06_P6473" "YOR111W"
"A_06_P6783" "YPL024W"
"A_06_P6888" "YPL129W"
"A_06_P3606" "YHR035W"
"A_06_P5779" "YNL008C"
"A_06_P4151" "YJL130C"
"A_06_P3041" "YGL086W"
"A_06_P1689" "YCR067C"
"A_06_P5676" "YMR237W"
"A_06_P5537" "YMR108W"
"A_06_P3755" "YHR177W"
"A_06_P6186" "YNR073C"
"A_06_P2991" "YGL036W"
"A_06_P6269" "YOL077W-A"
"A_06_P2792" "YER159C"
"A_06_P4066" "YJL046W"
"A_06_P4805" "YLL060C"
"A_06_P4516" "YKL105C"
"A_06_P2217" "YDR228C"
"A_06_P6955" "YPL195W"
"A_06_P7176" "YPR129W"
"A_06_P5416" "YML122C"
"A_06_P4687" "YKR049C"
"A_06_P7174" "YPR127W"
"A_06_P5589" "YMR156C"
"A_06_P3106" "YGL151W"
"A_06_P7210" "YPR162C"
"A_06_P2943" "YFR045W"
"A_06_P2028" "YDR041W"
"A_06_P5701" "YMR262W"
"A_06_P3058" "YGL103W"
"A_06_P4404" "YJR160C"
"A_06_P1520" "YBR266C"
"A_06_P6834" "YPL075W"
"A_06_P5296" "YML009C"
"A_06_P2876" "YFL050C"
"A_06_P2406" "YDR413C"
"A_06_P6636" "YOR275C"
"A_06_P7137" "YPR089W"
"A_06_P5132" "YLR315W"
"A_06_P1925" "YDL190C"
"A_06_P6108" "YNL336W"
"A_06_P4278" "YJR035W"
"A_06_P1571" "YCL018W"
"A_06_P1854" "YDL123W"
"A_06_P7099" "YPR053C"
"A_06_P3950" "YIL151C"
"A_06_P2332" "YDR341C"
"A_06_P2287" "YDR298C"
"A_06_P5054" "YLR240W"
"A_06_P7211" "YPR163C"
"A_06_P1225" "YBL092W"
"A_06_P6948" "YPL188W"
"A_06_P2793" "YER161C"
"A_06_P3898" "YIL099W"
"A_06_P2127" "YDR139C"
"A_06_P5109" "YLR293C"
"A_06_P4945" "YLR132C"
"A_06_P4766" "YLL021W"
"A_06_P6743" "YOR379C"
"A_06_P4607" "YKL194C"
"A_06_P6357" "YOL163W"
"A_06_P4574" "YKL162C-A"
"A_06_P1388" "YBR136W"
"A_06_P4357" "YJR114W"
"A_06_P4679" "YKR041W"
"A_06_P6694" "YOR330C"
"A_06_P2950" "YFR052W"
"A_06_P4693" "YKR055W"
"A_06_P3495" "YGR273C"
"A_06_P4183" "YJL161W"
"A_06_P2679" "YER052C"
"A_06_P4285" "YJR042W"
"A_06_P5449" "YMR021C"
"A_06_P4489" "YKL079W"
"A_06_P1300" "YBR053C"
"A_06_P5709" "YMR270C"
"A_06_P1302" "YBR055C"
"A_06_P3081" "YGL126W"
"A_06_P5113" "YLR297W"
"A_06_P7152" "YPR105C"
"A_06_P5896" "YNL125C"
"A_06_P4843" "YLR031W"
"A_06_P2283" "YDR294C"
"A_06_P4900" "YLR088W"
"A_06_P1012" "Q0105"
"A_06_P3971" "YIL172C"
"A_06_P1737" "NM_001270742"
"A_06_P3664" "YHR089C"
"A_06_P3634" "YHR061C"
"A_06_P3026" "YGL071W"
"A_06_P3780" "YHR202W"
"A_06_P3648" "YHR074W"
"A_06_P3305" "YGR085C"
"A_06_P1264" "YBR017C"
"A_06_P5568" "YMR136W"
"A_06_P4722" "YKR084C"
"A_06_P6283" "YOL090W"
"A_06_P4201" "YJL179W"
"A_06_P4313" "YJR070C"
"A_06_P5643" "YMR204C"
"A_06_P1228" "YBL095W"
"A_06_P4491" "YKL081W"
"A_06_P6686" "YOR322C"
"A_06_P3535" "YHL017W"
"A_06_P3152" "YGL197W"
"A_06_P4375" "YJR132W"
"A_06_P2848" "YFL022C"
"A_06_P4230" "YJL208C"
"A_06_P5673" "YMR234W"
"A_06_P3376" "YGR155W"
"A_06_P7222" "YPR174C"
"A_06_P5784" "YNL013C"
"A_06_P7034" "YPL273W"
"A_06_P1449" "YBR196C"
"A_06_P6388" "YOR026W"
"A_06_P6227" "YOL036W"
"A_06_P5175" "NM_001270756"
"A_06_P1465" "YBR212W"
"A_06_P1577" "YCL026C-A"
"A_06_P6147" "YNR034W-A"
"A_06_P5852" "YNL081C"
"A_06_P2871" "YFL045C"
"A_06_P2292" "YDR303C"
"A_06_P1138" "YBL009W"
"A_06_P2107" "YDR119W"
"A_06_P6818" "YPL059W"
"A_06_P6222" "YOL031C"
"A_06_P2532" "YDR538W"
"A_06_P4420" "YKL013C"
"A_06_P1873" "YDL140C"
"A_06_P1620" "YCL073C"
"A_06_P4015" "YIR038C"
"A_06_P2660" "YER036C"
"A_06_P4220" "YJL198W"
"A_06_P6198" "YOL008W"
"A_06_P5085" "YLR270W"
"A_06_P1944" "YDL209C"
"A_06_P5989" "YNL217W"
"A_06_P5501" "YMR074C"
"A_06_P2719" "YER088C"
"A_06_P3968" "YIL169C"
"A_06_P6037" "YNL265C"
"A_06_P4059" "YJL038C"
"A_06_P3956" "YIL157C"
"A_06_P2284" "YDR295C"
"A_06_P1753" "YDL025C"
"A_06_P3191" "YGL235W"
"A_06_P5629" "YMR192W"
"A_06_P4001" "YIR024C"
"A_06_P3599" "YHR028C"
"A_06_P5445" "YMR017W"
"A_06_P6785" "YPL026C"
"A_06_P1912" "YDL178W"
"A_06_P4175" "YJL154C"
"A_06_P4163" "YJL142C"
"A_06_P5892" "YNL121C"
"A_06_P3259" "YGR039W"
"A_06_P4326" "YJR084W"
"A_06_P4868" "YLR056W"
"A_06_P3892" "YIL093C"
"A_06_P2586" "YEL045C"
"A_06_P1393" "YBR141C"
"A_06_P1082" "YAL058W"
"A_06_P7201" "YPR153W"
"A_06_P5001" "YLR187W"
"A_06_P6457" "YOR095C"
"A_06_P2517" "YDR524C"
"A_06_P3250" "YGR030C"
"A_06_P1634" "YCR013C"
"A_06_P6545" "YOR183W"
"A_06_P4083" "YJL062W"
"A_06_P6003" "YNL231C"
"A_06_P6656" "YOR295W"
"A_06_P5710" "YMR271C"
"A_06_P5551" "YMR121C"
"A_06_P2183" "YDR194C"
"A_06_P2093" "YDR105C"
"A_06_P4316" "YJR073C"
"A_06_P5219" "YLR401C"
"A_06_P2529" "YDR535C"
"A_06_P1131" "YBL002W"
"A_06_P6709" "YOR345C"
"A_06_P6452" "YOR090C"
"A_06_P6795" "YPL036W"
"A_06_P4840" "YLR028C"
"A_06_P4200" "YJL178C"
"A_06_P1812" "YDL083C"
"A_06_P6047" "YNL275W"
"A_06_P5287" "YML001W"
"A_06_P4460" "YKL051W"
"A_06_P3643" "YHR070W"
"A_06_P1488" "YBR234C"
"A_06_P7121" "YPR074W-A"
"A_06_P4932" "YLR119W"
"A_06_P7216" "YPR168W"
"A_06_P6001" "YNL229C"
"A_06_P5803" "YNL032W"
"A_06_P6229" "YOL038W"
"A_06_P4658" "YKR021W"
"A_06_P4723" "YKR085C"
"A_06_P6931" "YPL172C"
"A_06_P1094" "YAL068C"
"A_06_P3836" "YIL036W"
"A_06_P5133" "YLR316C"
"A_06_P6129" "YNR018W"
"A_06_P6654" "YOR293W"
"A_06_P5538" "YMR109W"
"A_06_P3116" "YGL161C"
"A_06_P2904" "YFR010W"
"A_06_P4293" "YJR050W"
"A_06_P4462" "YKL053C-A"
"A_06_P5923" "YNL152W"
"A_06_P6341" "YOL148C"
"A_06_P1026" "YAL003W"
"A_06_P6706" "YOR342C"
"A_06_P4243" "YJL221C"
"A_06_P3141" "YGL186C"
"A_06_P2839" "YFL014W"
"A_06_P6311" "YOL118C"
"A_06_P4617" "YKL205W"
"A_06_P1722" "YCR101C"
"A_06_P5853" "YNL082W"
"A_06_P2439" "YDR446W"
"A_06_P3500" "YGR278W"
"A_06_P2044" "YDR057W"
"A_06_P6703" "YOR339C"
"A_06_P5997" "YNL225C"
"A_06_P1527" "YBR273C"
"A_06_P3973" "YJL222W-A"
"A_06_P6454" "YOR092W"
"A_06_P7234" "YPR186C"
"A_06_P6643" "YOR282W"
"A_06_P4655" "YKR018C"
"A_06_P6974" "YPL214C"
"A_06_P6853" "YPL094C"
"A_06_P3358" "YGR137W"
"A_06_P5112" "YLR296W"
"A_06_P4683" "YKR045C"
"A_06_P1674" "YCR048W"
"A_06_P3625" "YHR052W"
"A_06_P4242" "YJL220W"
"A_06_P5976" "YNL204C"
"A_06_P3714" "YHR138C"
"A_06_P4443" "YKL034W"
"A_06_P6326" "YOL133W"
"A_06_P2931" "YFR033C"
"A_06_P2795" "YER163C"
"A_06_P5795" "YNL024C"
"A_06_P5140" "YLR323C"
"A_06_P4676" "YKR038C"
"A_06_P6663" "YOR301W"
"A_06_P4123" "YJL101C"
"A_06_P6855" "YPL096W"
"A_06_P2164" "YDR176W"
"A_06_P1657" "YCR032W"
"A_06_P5664" "YMR225C"
"A_06_P6498" "YOR136W"
"A_06_P7069" "YPR023C"
"A_06_P2384" "YDR391C"
"A_06_P5000" "YLR186W"
"A_06_P6344" "YOL151W"
"A_06_P2422" "YDR429C"
"A_06_P5213" "YLR395C"
"A_06_P6152" "YNR039C"
"A_06_P2134" "YDR146C"
"A_06_P2328" "YDR337W"
"A_06_P3744" "YHR166C"
"A_06_P2158" "YDR170C"
"A_06_P5645" "YMR206W"
"A_06_P1981" "YDL245C"
"A_06_P3893" "YIL094C"
"A_06_P3786" "YHR208W"
"A_06_P4468" "YKL058W"
"A_06_P1037" "YAL015C"
"A_06_P6943" "YPL183W-A"
"A_06_P7000" "YPL240C"
"A_06_P2069" "YDR081C"
"A_06_P2410" "YDR417C"
"A_06_P5609" "YMR173W"
"A_06_P6159" "YNR046W"
"A_06_P2166" "YDR178W"
"A_06_P3381" "YGR160W"
"A_06_P6932" "YPL173W"
"A_06_P5010" "YLR196W"
"A_06_P5468" "YMR039C"
"A_06_P5088" "YLR273C"
"A_06_P6532" "YOR170W"
"A_06_P7184" "YPR136C"
"A_06_P5042" "YLR228C"
"A_06_P1660" "YCR035C"
"A_06_P5406" "YML113W"
"A_06_P1941" "YDL206W"
"A_06_P6755" "YOR391C"
"A_06_P1612" "YCL061C"
"A_06_P2486" "YDR493W"
"A_06_P6950" "YPL190C"
"A_06_P3656" "YHR081W"
"A_06_P5845" "YNL074C"
"A_06_P6829" "YPL070W"
"A_06_P5832" "YNL062C"
"A_06_P6460" "YOR098C"
"A_06_P4269" "YJR022W"
"A_06_P7171" "YPR124W"
"A_06_P3699" "YHR124W"
"A_06_P5420" "YML126C"
"A_06_P5222" "YLR404W"
"A_06_P3850" "YIL050W"
"A_06_P3873" "YIL073C"
"A_06_P6561" "YOR199W"
"A_06_P6462" "YOR100C"
"A_06_P5210" "YLR392C"
"A_06_P3009" "YGL054C"
"A_06_P2955" "YFR057W"
"A_06_P6250" "YOL058W"
"A_06_P3423" "YGR202C"
"A_06_P4897" "YLR085C"
"A_06_P2898" "YFR004W"
"A_06_P1497" "YBR243C"
"A_06_P5347" "YML058W-A"
"A_06_P2754" "YER121W"
"A_06_P6455" "YOR093C"
"A_06_P3425" "YGR204W"
"A_06_P6274" "YOL082W"
"A_06_P3869" "YIL069C"
"A_06_P2373" "YDR380W"
"A_06_P2005" "YDR020C"
"A_06_P1662" "YCR037C"
"A_06_P4440" "YKL032C"
"A_06_P2588" "YEL047C"
"A_06_P6528" "YOR166C"
"A_06_P5062" "YLR248W"
"A_06_P4070" "YJL050W"
"A_06_P2834" "YFL010W-A"
"A_06_P4701" "YKR063C"
"A_06_P3552" "YHL034C"
"A_06_P5785" "YNL014W"
"A_06_P2348" "YDR357C"
"A_06_P6080" "YNL308C"
"A_06_P2940" "YFR042W"
"A_06_P5258" "YLR439W"
"A_06_P5499" "YMR072W"
"A_06_P6814" "YPL055C"
"A_06_P5919" "YNL148C"
"A_06_P2634" "YER012W"
"A_06_P3550" "YHL032C"
"A_06_P4914" "YLR101C"
"A_06_P6069" "YNL297C"
"A_06_P1380" "YBR128C"
"A_06_P6877" "YPL118W"
"A_06_P2822" "YER189W"
"A_06_P1019" "Q0182"
"A_06_P7154" "YPR107C"
"A_06_P3226" "YGR006W"
"A_06_P4214" "YJL192C"
"A_06_P3201" "YGL245W"
"A_06_P1423" "YBR170C"
"A_06_P3967" "TC20142"
"A_06_P2723" "YER091C-A"
"A_06_P5698" "YMR259C"
"A_06_P6120" "YNR009W"
"A_06_P5909" "YNL138W"
"A_06_P2194" "YDR205W"
"A_06_P6762" "YPL003W"
"A_06_P2245" "YDR256C"
"A_06_P1397" "YBR145W"
"A_06_P2435" "YDR442W"
"A_06_P5052" "YLR238W"
"A_06_P6372" "YOR010C"
"A_06_P6000" "YNL228W"
"A_06_P2289" "YDR300C"
"A_06_P6346" "TC20762"
"A_06_P7187" "YPR139C"
"A_06_P5328" "YML038C"
"A_06_P3671" "YHR096C"
"A_06_P2310" "YDR320C-A"
"A_06_P1817" "YDL087C"
"A_06_P5398" "YML105C"
"A_06_P4691" "YKR053C"
"A_06_P6876" "YPL117C"
"A_06_P3879" "YIL079C"
"A_06_P5028" "YLR214W"
"A_06_P5404" "YML111W"
"A_06_P5826" "YNL055C"
"A_06_P1935" "YDL200C"
"A_06_P5706" "YMR267W"
"A_06_P6716" "YOR352W"
"A_06_P3871" "YIL071C"
"A_06_P4755" "YLL011W"
"A_06_P4038" "YJL016W"
"A_06_P2056" "YDR069C"
"A_06_P6260" "YOL068C"
"A_06_P1371" "YBR119W"
"A_06_P5038" "YLR224W"
"A_06_P2897" "YFR003C"
"A_06_P2043" "YDR056C"
"A_06_P5979" "YNL207W"
"A_06_P6339" "YOL146W"
"A_06_P2959" "YGL004C"
"A_06_P5626" "YMR189W"
"A_06_P4523" "YKL111C"
"A_06_P5908" "YNL137C"
"A_06_P1341" "YBR090C"
"A_06_P3151" "YGL196W"
"A_06_P5533" "YMR104C"
"A_06_P4858" "YLR046C"
"A_06_P5757" "YMR314W"
"A_06_P6490" "YOR128C"
"A_06_P6787" "YPL028W"
"A_06_P5227" "YLR409C"
"A_06_P3332" "YGR112W"
"A_06_P2096" "YDR108W"
"A_06_P6726" "YOR362C"
"A_06_P6046" "YNL274C"
"A_06_P1632" "YCR011C"
"A_06_P5735" "YMR294W-A"
"A_06_P3481" "YGR260W"
"A_06_P5932" "YNL161W"
"A_06_P5481" "YMR054W"
"A_06_P1512" "YBR258C"
"A_06_P3966" "TC20142"
"A_06_P1795" "YDL066W"
"A_06_P2346" "YDR355C"
"A_06_P4122" "YJL100W"
"A_06_P3205" "YGL249W"
"A_06_P3458" "YGR237C"
"A_06_P5768" "YMR323W"
"A_06_P2050" "YDR063W"
"A_06_P4838" "YLR026C"
"A_06_P5940" "YNL168C"
