"ID" "Gene"
"A_06_P2525" "YDR531W"
"A_06_P5242" "YLR424W"
"A_06_P3907" "YIL108W"
"A_06_P5216" "YLR398C"
"A_06_P6780" "YPL021W"
"A_06_P2889" "YFL063W"
"A_06_P7225" "YPR177C"
"A_06_P5659" "YMR220W"
"A_06_P1604" "YCL052C"
"A_06_P3287" "YGR067C"
"A_06_P4904" "YLR092W"
"A_06_P2473" "YDR480W"
"A_06_P5897" "YNL126W"
"A_06_P5705" "YMR266W"
"A_06_P4464" "YKL054C"
"A_06_P2978" "YGL023C"
"A_06_P5159" "YLR342W"
"A_06_P4747" "YLL003W"
"A_06_P3867" "YIL067C"
"A_06_P2843" "YFL017W-A"
"A_06_P2892" "YFL066C"
"A_06_P6683" "YOR319W"
"A_06_P6979" "YPL219W"
"A_06_P4067" "YJL047C"
"A_06_P1808" "YDL079C"
"A_06_P6225" "YOL034W"
"A_06_P3384" "YGR163W"
"A_06_P4650" "YKR013W"
"A_06_P7078" "YPR032W"
"A_06_P3615" "YHR043C"
"A_06_P4467" "YKL057C"
"A_06_P2595" "YEL054C"
"A_06_P3128" "YGL173C"
"A_06_P2365" "YDR373W"
"A_06_P4681" "YKR043C"
"A_06_P4393" "YJR149W"
"A_06_P6968" "YPL208W"
"A_06_P4988" "YLR174W"
"A_06_P7196" "YPR148C"
"A_06_P7049" "YPR004C"
"A_06_P2762" "YER129W"
"A_06_P1018" "Q0160"
"A_06_P5369" "YML080W"
"A_06_P5613" "YMR176W"
"A_06_P5247" "YLR429W"
"A_06_P3863" "YIL063C"
"A_06_P2048" "YDR061W"
"A_06_P6446" "YOR084W"
"A_06_P3073" "YGL118C"
"A_06_P6508" "YOR146W"
"A_06_P7106" "YPR060C"
"A_06_P2322" "YDR331W"
"A_06_P5014" "YLR200W"
"A_06_P3188" "YGL232W"
"A_06_P6325" "YOL132W"
"A_06_P2297" "YDR308C"
"A_06_P3487" "YGR266W"
"A_06_P3923" "YIL124W"
"A_06_P4469" "YKL059C"
"A_06_P1895" "YDL161W"
"A_06_P1390" "YBR138C"
"A_06_P5912" "YNL141W"
"A_06_P5343" "YML056C"
"A_06_P3372" "YGR151C"
"A_06_P2315" "YDR324C"
"A_06_P5519" "YMR090W"
"A_06_P4115" "YJL093C"
"A_06_P2265" "YDR276C"
"A_06_P4206" "YJL184W"
"A_06_P1435" "YBR182C"
"A_06_P5814" "YNL043C"
"A_06_P7082" "YPR036W"
"A_06_P2125" "YDR137W"
"A_06_P5469" "YMR040W"
"A_06_P6842" "YPL083C"
"A_06_P3846" "YIL046W"
"A_06_P6441" "YOR079C"
"A_06_P3564" "YHL046C"
"A_06_P3245" "YGR025W"
"A_06_P2281" "YDR292C"
"A_06_P3029" "YGL074C"
"A_06_P4530" "YKL118W"
"A_06_P3636" "YHR063C"
"A_06_P5285" "YLR466W"
"A_06_P5674" "YMR235C"
"A_06_P5770" "YMR325W"
"A_06_P3538" "YHL020C"
"A_06_P1672" "YCR046C"
"A_06_P1866" "YDL133W"
"A_06_P5214" "YLR396C"
"A_06_P5058" "YLR244C"
"A_06_P2537" "YDR543C"
"A_06_P6905" "YPL146C"
"A_06_P1370" "YBR118W"
"A_06_P2597" "YEL056W"
"A_06_P6728" "YOR364W"
"A_06_P2879" "YFL053W"
"A_06_P5105" "YLR289W"
"A_06_P6015" "YNL243W"
"A_06_P7133" "YPR086W"
"A_06_P4604" "YKL191W"
"A_06_P1635" "YCR014C"
"A_06_P1856" "YDL125C"
"A_06_P5765" "YMR320W"
"A_06_P1847" "YDL116W"
"A_06_P2788" "YER155C"
"A_06_P5075" "YLR261C"
"A_06_P3878" "YIL078W"
"A_06_P4599" "YKL186C"
"A_06_P5025" "YLR211C"
"A_06_P2073" "YDR085C"
"A_06_P6724" "YOR360C"
"A_06_P6819" "YPL060W"
"A_06_P1594" "YCL042W"
"A_06_P2945" "YFR047C"
"A_06_P2353" "YDR362C"
"A_06_P7209" "YPR161C"
"A_06_P3947" "YIL148W"
"A_06_P4289" "YJR046W"
"A_06_P2649" "YER025W"
"A_06_P3543" "YHL025W"
"A_06_P3801" "YIL003W"
"A_06_P3227" "YGR007W"
"A_06_P5271" "YLR452C"
"A_06_P2238" "YDR249C"
"A_06_P3826" "YIL026C"
"A_06_P4157" "YJL136C"
"A_06_P2449" "YDR456W"
"A_06_P7142" "YPR095C"
"A_06_P6301" "YOL108C"
"A_06_P5067" "YLR253W"
"A_06_P7125" "YPR078C"
"A_06_P2305" "YDR316W"
"A_06_P4264" "YJR017C"
"A_06_P2386" "YDR393W"
"A_06_P4739" "YKR101W"
"A_06_P5351" "YML062C"
"A_06_P4089" "YJL067W"
"A_06_P3532" "YHL014C"
"A_06_P5975" "YNL203C"
"A_06_P4734" "YKR096W"
"A_06_P1098" "YAR003W"
"A_06_P2242" "YDR253C"
"A_06_P1882" "YDL149W"
"A_06_P3413" "YGR192C"
"A_06_P4572" "YKL161C"
"A_06_P2611" "YEL069C"
"A_06_P1683" "YCR060W"
"A_06_P4664" "YKR027W"
"A_06_P3537" "YHL019C"
"A_06_P1542" "YBR288C"
"A_06_P2994" "YGL039W"
"A_06_P6259" "YOL067C"
"A_06_P3522" "YHL004W"
"A_06_P2909" "YFR014C"
"A_06_P4114" "YJL092W"
"A_06_P3494" "YGR271C-A"
"A_06_P4283" "YJR040W"
"A_06_P2010" "YDR025W"
"A_06_P6463" "YOR101W"
"A_06_P2088" "YDR100W"
"A_06_P2488" "YDR495C"
"A_06_P1038" "YAL016W"
"A_06_P6099" "YNL327W"
"A_06_P5187" "YLR369W"
"A_06_P1852" "YDL121C"
"A_06_P2278" "YDR289C"
"A_06_P4669" "YKR032W"
"A_06_P7182" "YPR134W"
"A_06_P2797" "YER165W"
"A_06_P3333" "YGR113W"
"A_06_P5377" "YML087C"
"A_06_P1775" "YDL046W"
"A_06_P2558" "YEL018W"
"A_06_P4207" "YJL185C"
"A_06_P1006" "Q0060"
"A_06_P5681" "A_06_P5681"
"A_06_P5870" "YNL099C"
"A_06_P6997" "YPL237W"
"A_06_P4296" "YJR053W"
"A_06_P3255" "YGR035C"
"A_06_P3998" "YIR021W"
"A_06_P6263" "YOL071W"
"A_06_P2187" "YDR198C"
"A_06_P6965" "YPL205C"
"A_06_P4388" "YJR144W"
"A_06_P3830" "YIL030C"
"A_06_P3659" "YHR084W"
"A_06_P5900" "YNL129W"
"A_06_P4463" "YKL053W"
"A_06_P5898" "YNL127W"
"A_06_P1115" "YAR042W"
"A_06_P2456" "YDR463W"
"A_06_P2397" "YDR404C"
"A_06_P4110" "YJL088W"
"A_06_P5527" "YMR098C"
"A_06_P4322" "YJR079W"
"A_06_P5713" "YMR274C"
"A_06_P5083" "YLR268W"
"A_06_P4008" "YIR031C"
"A_06_P6596" "YOR234C"
"A_06_P4033" "YJL012C"
"A_06_P3291" "YGR071C"
"A_06_P6935" "YPL176C"
"A_06_P5141" "YLR324W"
"A_06_P3761" "YHR183W"
"A_06_P5563" "YMR132C"
"A_06_P1820" "YDL090C"
"A_06_P2036" "YDR049W"
"A_06_P4497" "YKL087C"
"A_06_P3570" "YHR001W-A"
"A_06_P7161" "YPR114W"
"A_06_P3302" "YGR082W"
"A_06_P5948" "YNL176C"
"A_06_P1552" "YBR298C"
"A_06_P6823" "YPL064C"
"A_06_P7252" "YPR204W"
"A_06_P3631" "YHR058C"
"A_06_P5466" "YMR037C"
"A_06_P3258" "YGR038W"
"A_06_P1870" "YDL137W"
"A_06_P2921" "YFR025C"
"A_06_P6289" "YOL096C"
"A_06_P6303" "YOL110W"
"A_06_P7162" "YPR115W"
"A_06_P6867" "YPL108W"
"A_06_P6287" "YOL094C"
"A_06_P5963" "YNL191W"
"A_06_P3593" "YHR022C"
"A_06_P2257" "YDR268W"
"A_06_P2066" "YDR079C-A"
"A_06_P1958" "YDL223C"
"A_06_P5232" "YLR414C"
"A_06_P5575" "YMR143W"
"A_06_P5758" "YMR315W"
"A_06_P7135" "YPR088C"
"A_06_P5006" "YLR192C"
"A_06_P2151" "YDR163W"
"A_06_P4228" "YJL206C"
"A_06_P5389" "YML098W"
"A_06_P3488" "YGR267C"
"A_06_P6604" "YOR243C"
"A_06_P2092" "YDR104C"
"A_06_P3497" "YGR275W"
"A_06_P6384" "YOR022C"
"A_06_P3015" "YGL060W"
"A_06_P2500" "YDR507C"
"A_06_P1543" "YBR289W"
"A_06_P5704" "YMR265C"
"A_06_P1485" "YBR232C"
"A_06_P3498" "YGR276C"
"A_06_P5842" "YNL071W"
"A_06_P5118" "YLR302C"
"A_06_P7186" "YPR138C"
"A_06_P3944" "YIL145C"
"A_06_P1238" "YBL105C"
"A_06_P2656" "YER032W"
"A_06_P2496" "YDR503C"
"A_06_P3724" "YHR146W"
"A_06_P3558" "YHL040C"
"A_06_P2515" "YDR522C"
"A_06_P5417" "YML123C"
"A_06_P5292" "YML006C"
"A_06_P5346" "YML058W"
"A_06_P4018" "YIR041W"
"A_06_P3375" "YGR154C"
"A_06_P1331" "YBR083W"
"A_06_P6705" "YOR341W"
"A_06_P3209" "YGL253W"
"A_06_P2942" "YFR044C"
"A_06_P2578" "YEL037C"
"A_06_P5952" "YNL180C"
"A_06_P3439" "YGR218W"
"A_06_P2962" "YGL007W"
"A_06_P4389" "YJR145C"
"A_06_P6749" "YOR385W"
"A_06_P5577" "YMR145C"
"A_06_P6179" "YNR066C"
"A_06_P2676" "YER049W"
"A_06_P3927" "YIL128W"
"A_06_P3690" "YHR115C"
"A_06_P1309" "YBR061C"
"A_06_P6081" "YNL309W"
"A_06_P1448" "YBR195C"
"A_06_P3958" "YIL159W"
"A_06_P1696" "YCR075C"
"A_06_P3652" "YHR078W"
"A_06_P1215" "YBL082C"
"A_06_P4544" "YKL132C"
"A_06_P1295" "YBR048W"
"A_06_P6920" "YPL161C"
"A_06_P5812" "YNL041C"
"A_06_P3505" "YGR283C"
"A_06_P1178" "YBL048W"
"A_06_P1626" "YCR005C"
"A_06_P6094" "YNL322C"
"A_06_P7164" "YPR117W"
"A_06_P2949" "YFR051C"
"A_06_P4640" "YKR003W"
"A_06_P1501" "YBR247C"
"A_06_P6350" "YOL157C"
"A_06_P3271" "YGR051C"
"A_06_P2147" "YDR159W"
"A_06_P5640" "YMR201C"
"A_06_P1818" "YDL088C"
"A_06_P6845" "YPL086C"
"A_06_P3854" "NM_001270751"
"A_06_P5733" "YMR293C"
"A_06_P2596" "YEL055C"
"A_06_P2555" "YEL016C"
"A_06_P3921" "YIL122W"
"A_06_P1625" "YCR004C"
"A_06_P3504" "YGR282C"
"A_06_P4880" "YLR068W"
"A_06_P1724" "YCR102W-A"
"A_06_P4625" "YKL213C"
"A_06_P6934" "YPL175W"
"A_06_P6328" "YOL135C"
"A_06_P6633" "YOR272W"
"A_06_P6106" "YNL334C"
"A_06_P3444" "YGR223C"
"A_06_P3025" "YGL070C"
"A_06_P3247" "YGR027C"
"A_06_P1996" "YDR011W"
"A_06_P6523" "YOR161C"
"A_06_P1529" "YBR275C"
"A_06_P5747" "YMR305C"
"A_06_P5379" "YML089C"
"A_06_P2866" "YFL039C"
"A_06_P3959" "YIL160C"
"A_06_P3990" "YIR014W"
"A_06_P1108" "YAR028W"
"A_06_P2463" "YDR470C"
"A_06_P2689" "YER060W"
"A_06_P2426" "YDR433W"
"A_06_P4608" "YKL195W"
"A_06_P4787" "YLL042C"
"A_06_P5312" "YML022W"
"A_06_P6019" "YNL247W"
"A_06_P6998" "YPL238C"
"A_06_P3170" "YGL215W"
"A_06_P5835" "YNL065W"
"A_06_P1761" "YDL033C"
"A_06_P4686" "YKR048C"
"A_06_P4938" "YLR125W"
"A_06_P1255" "YBR008C"
"A_06_P1640" "YCR018C-A"
"A_06_P3860" "YIL060W"
"A_06_P5119" "YLR303W"
"A_06_P3417" "YGR196C"
"A_06_P5731" "YMR291W"
"A_06_P4335" "YJR093C"
"A_06_P3433" "YGR212W"
"A_06_P6469" "YOR107W"
"A_06_P4873" "YLR061W"
"A_06_P2551" "YEL012W"
"A_06_P1186" "YBL056W"
"A_06_P6033" "YNL261W"
"A_06_P6556" "YOR194C"
"A_06_P1994" "YDR009W"
"A_06_P6230" "YOL039W"
"A_06_P2167" "YDR179C"
"A_06_P2110" "YDR122W"
"A_06_P2498" "YDR505C"
"A_06_P3663" "YHR088W"
"A_06_P3038" "YGL083W"
"A_06_P5935" "YNL163C"
"A_06_P6815" "YPL056C"
"A_06_P4152" "YJL131C"
"A_06_P4027" "YJL006C"
"A_06_P1835" "YDL105W"
"A_06_P2880" "YFL054C"
"A_06_P3350" "YGR129W"
"A_06_P1474" "YBR221C"
"A_06_P6060" "YNL288W"
"A_06_P2234" "YDR245W"
"A_06_P5104" "YLR288C"
"A_06_P4923" "YLR110C"
"A_06_P5238" "YLR420W"
"A_06_P6786" "YPL027W"
"A_06_P6719" "YOR355W"
"A_06_P5008" "YLR194C"
"A_06_P3785" "YHR207C"
"A_06_P3401" "YGR180C"
"A_06_P5591" "YMR158C-A"
"A_06_P3627" "YHR054C"
"A_06_P2181" "YDR192C"
"A_06_P3385" "YGR164W"
"A_06_P3614" "YHR042W"
"A_06_P3059" "YGL104C"
"A_06_P4202" "YJL180C"
"A_06_P3683" "YHR108W"
"A_06_P6097" "YNL325C"
"A_06_P2140" "YDR152W"
"A_06_P2295" "YDR306C"
"A_06_P4966" "YLR152C"
"A_06_P4716" "YKR078W"
"A_06_P6784" "YPL025C"
"A_06_P4778" "YLL033W"
"A_06_P2528" "YDR534C"
"A_06_P1299" "YBR052C"
"A_06_P1334" "YBR085C-A"
"A_06_P4062" "YJL042W"
"A_06_P6066" "YNL294C"
"A_06_P2600" "YEL059C-A"
"A_06_P2539" "YDR545W"
"A_06_P1681" "YCR057C"
"A_06_P1229" "YBL096C"
"A_06_P2420" "YDR427W"
"A_06_P2138" "YDR150W"
"A_06_P3843" "YIL043C"
"A_06_P5801" "YNL030W"
"A_06_P1139" "YBL010C"
"A_06_P6367" "YOR007C"
"A_06_P6590" "YOR228C"
"A_06_P1312" "YBR064W"
"A_06_P1558" "YCL001W-A"
"A_06_P7206" "YPR158W"
"A_06_P5095" "YLR281C"
"A_06_P6990" "YPL230W"
"A_06_P6557" "YOR195W"
"A_06_P1122" "YAR064W"
"A_06_P1211" "YBL079W"
"A_06_P6073" "YNL301C"
"A_06_P1641" "YCR019W"
"A_06_P3778" "YHR200W"
"A_06_P2269" "YDR280W"
"A_06_P4605" "YKL192C"
"A_06_P5267" "YLR448W"
"A_06_P2084" "YDR096W"
"A_06_P2566" "YEL025C"
"A_06_P6922" "YPL163C"
"A_06_P4108" "YJL086C"
"A_06_P1165" "YBL035C"
"A_06_P5145" "YLR328W"
"A_06_P5688" "YMR250W"
"A_06_P6701" "YOR337W"
"A_06_P3563" "YHL045W"
"A_06_P6201" "YOL011W"
"A_06_P2961" "YGL006W"
"A_06_P2845" "YFL019C"
"A_06_P6872" "YPL113C"
"A_06_P5365" "YML076C"
"A_06_P6593" "YOR231W"
"A_06_P5692" "YMR253C"
"A_06_P7218" "YPR170C"
"A_06_P2034" "YDR047W"
"A_06_P7002" "YPL242C"
"A_06_P3027" "YGL072C"
"A_06_P3726" "YHR148W"
"A_06_P2405" "YDR412W"
"A_06_P5497" "YMR070W"
"A_06_P5116" "YLR300W"
"A_06_P1163" "YBL033C"
"A_06_P1648" "YCR024C"
"A_06_P7203" "YPR155C"
"A_06_P6757" "YOR393W"
"A_06_P3842" "YIL042C"
"A_06_P3598" "YHR027C"
"A_06_P1913" "YDL179W"
"A_06_P1655" "YCR030C"
"A_06_P1359" "YBR107C"
"A_06_P3565" "YHL047C"
"A_06_P4165" "YJL144W"
"A_06_P6651" "YOR290C"
"A_06_P3806" "YIL008W"
"A_06_P4402" "YJR158W"
"A_06_P4418" "YKL011C"
"A_06_P4994" "YLR180W"
"A_06_P1995" "YDR010C"
"A_06_P4281" "YJR038C"
"A_06_P3065" "YGL110C"
"A_06_P5517" "YMR088C"
"A_06_P5400" "YML107C"
"A_06_P3472" "YGR251W"
"A_06_P1040" "YAL018C"
"A_06_P3605" "YHR034C"
"A_06_P1733" "YDL005C"
"A_06_P5179" "YLR362W"
"A_06_P2294" "YDR305C"
"A_06_P3903" "YIL104C"
"A_06_P2233" "YDR244W"
"A_06_P2891" "YFL065C"
"A_06_P6740" "YOR376W"
"A_06_P5894" "YNL123W"
"A_06_P4292" "YJR049C"
"A_06_P6102" "YNL330C"
"A_06_P6830" "YPL071C"
"A_06_P4800" "YLL055W"
"A_06_P5230" "YLR412W"
"A_06_P4301" "YJR058C"
"A_06_P2894" "YFL068W"
"A_06_P2091" "YDR103W"
"A_06_P1224" "YBL091C-A"
"A_06_P6619" "YOR258W"
"A_06_P3253" "YGR033C"
"A_06_P3939" "YIL140W"
"A_06_P5820" "YNL049C"
"A_06_P6417" "YOR055W"
"A_06_P3014" "YGL059W"
"A_06_P6776" "YPL017C"
"A_06_P4055" "YJL034W"
"A_06_P3308" "YGR088W"
"A_06_P6418" "YOR056C"
"A_06_P6155" "YNR042W"
"A_06_P5293" "YML007C-A"
"A_06_P6444" "YOR082C"
"A_06_P2840" "YFL015C"
"A_06_P5924" "YNL153C"
"A_06_P5190" "YLR372W"
"A_06_P1290" "YBR043C"
"A_06_P3192" "YGL236C"
"A_06_P1510" "YBR256C"
"A_06_P5193" "YLR375W"
"A_06_P4254" "YJR008W"
"A_06_P4159" "YJL138C"
"A_06_P3529" "YHL011C"
"A_06_P7104" "YPR058W"
"A_06_P2385" "YDR392W"
"A_06_P5065" "YLR251W"
"A_06_P5612" "YMR175W"
"A_06_P3618" "YHR046C"
"A_06_P2678" "YER051W"
"A_06_P4636" "YKL224C"
"A_06_P7072" "YPR026W"
"A_06_P1702" "YCR083W"
"A_06_P1028" "YAL005C"
"A_06_P3626" "YHR053C"
"A_06_P2804" "YER172C"
"A_06_P7070" "YPR024W"
"A_06_P1260" "YBR013C"
"A_06_P4367" "YJR124C"
"A_06_P6541" "YOR179C"
"A_06_P6718" "YOR354C"
"A_06_P6605" "YOR244W"
"A_06_P5883" "YNL112W"
"A_06_P4268" "YJR021C"
"A_06_P6368" "YOR008C"
"A_06_P4969" "YLR155C"
"A_06_P3351" "YGR130C"
"A_06_P6347" "YOL154W"
"A_06_P4890" "YLR078C"
"A_06_P4125" "YJL103C"
"A_06_P3266" "YGR046W"
"A_06_P2409" "YDR416W"
"A_06_P5176" "YLR359W"
"A_06_P2567" "YEL026W"
"A_06_P1647" "YCR023C"
"A_06_P6568" "YOR206W"
"A_06_P6009" "YNL237W"
"A_06_P1151" "YBL022C"
"A_06_P2967" "YGL012W"
"A_06_P2314" "YDR323C"
"A_06_P1217" "YBL085W"
"A_06_P5004" "YLR190W"
"A_06_P1682" "YCR059C"
"A_06_P2081" "YDR093W"
"A_06_P1084" "YAL060W"
"A_06_P3695" "YHR120W"
"A_06_P6068" "YNL296W"
"A_06_P6760" "YPL001W"
"A_06_P1075" "YAL049C"
"A_06_P5051" "YLR237W"
"A_06_P3938" "YIL139C"
"A_06_P1924" "YDL189W"
"A_06_P1782" "YDL053C"
"A_06_P2917" "YFR022W"
"A_06_P6334" "YOL141W"
"A_06_P4380" "YJR136C"
"A_06_P1706" "YCR087C-A"
"A_06_P6119" "YNR008W"
"A_06_P2380" "YDR387C"
"A_06_P4573" "YKL162C"
"A_06_P4614" "YKL202W"
"A_06_P2308" "YDR319C"
"A_06_P4695" "YKR057W"
"A_06_P4002" "YIR025W"
"A_06_P3820" "YIL020C"
"A_06_P1822" "YDL092W"
"A_06_P3019" "YGL064C"
"A_06_P2001" "YDR016C"
"A_06_P6713" "YOR349W"
"A_06_P5092" "YLR277C"
"A_06_P3391" "YGR170W"
"A_06_P1506" "YBR252W"
"A_06_P6338" "YOL145C"
"A_06_P4892" "YLR080W"
"A_06_P4432" "YKL024C"
"A_06_P3530" "YHL012W"
"A_06_P7096" "YPR050C"
"A_06_P1581" "YCL029C"
"A_06_P6361" "YOR001W"
"A_06_P6797" "YPL038W"
"A_06_P2425" "YDR432W"
"A_06_P4539" "YKL127W"
"A_06_P3107" "YGL152C"
"A_06_P2544" "YEL005C"
"A_06_P7248" "YPR200C"
"A_06_P4407" "YKL001C"
"A_06_P6778" "YPL019C"
"A_06_P1401" "YBR149W"
"A_06_P2696" "YER066C-A"
"A_06_P3952" "YIL153W"
"A_06_P6595" "YOR233W"
"A_06_P4660" "YKR023W"
"A_06_P4413" "YKL006W"
"A_06_P6848" "YPL089C"
"A_06_P6391" "YOR029W"
"A_06_P6558" "YOR196C"
"A_06_P4349" "YJR106W"
"A_06_P1879" "YDL146W"
"A_06_P4901" "YLR089C"
"A_06_P5942" "YNL170W"
"A_06_P6824" "YPL065W"
"A_06_P4272" "YJR025C"
"A_06_P3720" "YHR143W"
"A_06_P4354" "YJR111C"
"A_06_P1150" "YBL021C"
"A_06_P3657" "YHR082C"
"A_06_P5316" "YML026C"
"A_06_P2757" "YER124C"
"A_06_P1933" "YDL198C"
"A_06_P1483" "YBR230C"
"A_06_P3986" "YIR010W"
"A_06_P6048" "YNL276C"
"A_06_P4164" "YJL143W"
"A_06_P5999" "YNL227C"
"A_06_P4593" "YKL180W"
"A_06_P6479" "YOR117W"
"A_06_P5767" "YMR322C"
"A_06_P2149" "YDR161W"
"A_06_P1580" "YCL028W"
"A_06_P2536" "YDR542W"
"A_06_P5585" "YMR153C-A"
"A_06_P2763" "YER130C"
"A_06_P1948" "YDL213C"
"A_06_P1615" "YCL065W"
"A_06_P6273" "YOL081W"
"A_06_P5290" "YML004C"
"A_06_P6092" "YNL320W"
"A_06_P1582" "YCL030C"
"A_06_P5825" "YNL054W"
"A_06_P1644" "YCR020W-B"
"A_06_P2673" "YER047C"
"A_06_P5594" "YMR159C"
"A_06_P3639" "YHR066W"
"A_06_P2501" "YDR508C"
"A_06_P4915" "YLR102C"
"A_06_P2286" "YDR297W"
"A_06_P2197" "YDR208W"
"A_06_P4170" "YJL149W"
"A_06_P3463" "YGR242W"
"A_06_P4690" "YKR052C"
"A_06_P7173" "YPR126C"
"A_06_P2085" "YDR097C"
"A_06_P1375" "YBR123C"
"A_06_P2259" "YDR270W"
"A_06_P6655" "YOR294W"
"A_06_P6704" "YOR340C"
"A_06_P1085" "YAL061W"
"A_06_P4210" "YJL188C"
"A_06_P4190" "YJL168C"
"A_06_P3005" "YGL050W"
"A_06_P2468" "YDR475C"
"A_06_P1992" "YDR007W"
"A_06_P1794" "YDL065C"
"A_06_P2658" "YER034W"
"A_06_P3540" "YHL022C"
"A_06_P3928" "YIL129C"
"A_06_P6601" "YOR239W"
"A_06_P3561" "YHL043W"
"A_06_P6343" "YOL150C"
"A_06_P6781" "YPL022W"
"A_06_P6039" "YNL267W"
"A_06_P4218" "YJL196C"
"A_06_P1088" "YAL064C-A"
"A_06_P1087" "YAL063C"
"A_06_P6640" "YOR279C"
"A_06_P7168" "YPR121W"
"A_06_P6394" "YOR032C"
"A_06_P2059" "YDR072C"
"A_06_P2499" "YDR506C"
"A_06_P1454" "YBR201W"
"A_06_P3511" "YGR289C"
"A_06_P5139" "YLR322W"
"A_06_P1675" "YCR049C"
"A_06_P5345" "YML057C-A"
"A_06_P5148" "YLR331C"
"A_06_P6266" "YOL075C"
"A_06_P2552" "YEL013W"
"A_06_P2625" "YER004W"
"A_06_P6467" "YOR104W"
"A_06_P1424" "YBR171W"
"A_06_P7183" "YPR135W"
"A_06_P7156" "YPR109W"
"A_06_P7094" "YPR048W"
"A_06_P4613" "YKL201C"
"A_06_P3422" "YGR201C"
"A_06_P5327" "YML037C"
"A_06_P1206" "YBL074C"
"A_06_P1762" "YDL034W"
"A_06_P3430" "YGR209C"
"A_06_P7124" "YPR077C"
"A_06_P3393" "YGR172C"
"A_06_P5512" "YMR084W"
"A_06_P6889" "YPL130W"
"A_06_P5945" "YNL173C"
"A_06_P7075" "YPR029C"
"A_06_P2958" "YGL003C"
"A_06_P3508" "YGR286C"
"A_06_P2354" "YDR363W"
"A_06_P1296" "YBR049C"
"A_06_P2862" "YFL034W"
"A_06_P5777" "YNL006W"
"A_06_P3596" "YHR025W"
"A_06_P6308" "YOL115W"
"A_06_P2715" "NM_001270744"
"A_06_P3171" "YGL216W"
"A_06_P7131" "YPR084W"
"A_06_P6871" "YPL112C"
"A_06_P7188" "YPR140W"
"A_06_P6744" "YOR380W"
"A_06_P7139" "YPR092W"
"A_06_P3243" "YGR023W"
"A_06_P5283" "YLR464W"
"A_06_P6366" "YOR006C"
"A_06_P5615" "YMR178W"
"A_06_P3416" "YGR195W"
"A_06_P6805" "YPL046C"
"A_06_P1198" "YBL067C"
"A_06_P7109" "YPR063C"
"A_06_P6010" "YNL238W"
"A_06_P6267" "YOL076W"
"A_06_P2368" "YDR376W"
"A_06_P5806" "YNL035C"
"A_06_P5204" "YLR386W"
"A_06_P1589" "YCL037C"
"A_06_P5173" "YLR356W"
"A_06_P7052" "YPR007C"
"A_06_P3972" "YIL173W"
"A_06_P2188" "YDR199W"
"A_06_P3886" "YIL087C"
"A_06_P3483" "YGR262C"
"A_06_P1872" "YDL139C"
"A_06_P5166" "YLR349W"
"A_06_P7031" "YPL270W"
"A_06_P5837" "YNL067W"
"A_06_P2509" "YDR516C"
"A_06_P2975" "YGL020C"
"A_06_P5467" "YMR038C"
"A_06_P6562" "YOR200W"
"A_06_P7128" "YPR081C"
"A_06_P6678" "YOR314W-A"
"A_06_P6004" "YNL232W"
"A_06_P5303" "YML013W"
"A_06_P4889" "YLR077W"
"A_06_P1803" "YDL074C"
"A_06_P3857" "YIL057C"
"A_06_P6747" "YOR383C"
"A_06_P6270" "YOL078W"
"A_06_P5142" "YLR325C"
"A_06_P1263" "YBR016W"
"A_06_P1515" "YBR261C"
"A_06_P5320" "YML030W"
"A_06_P7244" "YPR196W"
"A_06_P1419" "YBR166C"
"A_06_P4842" "YLR030W"
"A_06_P1798" "YDL069C"
"A_06_P5317" "YML027W"
"A_06_P2855" "YFL029C"
"A_06_P2565" "YEL024W"
"A_06_P2121" "YDR133C"
"A_06_P3072" "YGL117W"
"A_06_P2759" "YER126C"
"A_06_P4875" "YLR063W"
"A_06_P1337" "YBR087W"
"A_06_P2803" "YER171W"
"A_06_P5994" "YNL222W"
"A_06_P1721" "YCR100C"
"A_06_P6293" "YOL100W"
"A_06_P1781" "YDL052C"
"A_06_P6215" "YOL024W"
"A_06_P6838" "YPL079W"
"A_06_P1470" "YBR217W"
"A_06_P7067" "YPR021C"
"A_06_P7202" "YPR154W"
"A_06_P1661" "YCR036W"
"A_06_P6984" "YPL224C"
"A_06_P4358" "YJR115W"
"A_06_P5321" "YML031W"
"A_06_P4937" "YLR124W"
"A_06_P4665" "TC16838"
"A_06_P1476" "YBR223C"
"A_06_P7147" "YPR100W"
"A_06_P3150" "YGL195W"
"A_06_P2807" "YER175C"
"A_06_P2358" "YDR366C"
"A_06_P2604" "YEL062W"
"A_06_P4500" "YKL090W"
"A_06_P4567" "YKL155C"
"A_06_P5446" "YMR018W"
"A_06_P5535" "YMR106C"
"A_06_P3742" "YHR164C"
"A_06_P3622" "YHR049W"
"A_06_P3428" "YGR207C"
"A_06_P4195" "YJL173C"
"A_06_P6410" "YOR048C"
"A_06_P3021" "YGL066W"
"A_06_P3841" "YIL041W"
"A_06_P4864" "YLR052W"
"A_06_P5851" "YNL080C"
"A_06_P6028" "YNL256W"
"A_06_P6565" "YOR203W"
"A_06_P6983" "YPL223C"
"A_06_P4528" "YKL116C"
"A_06_P3553" "YHL035C"
"A_06_P3524" "TC21003"
"A_06_P2173" "YDR184C"
"A_06_P4776" "YLL031C"
"A_06_P5550" "YMR120C"
"A_06_P5891" "YNL120C"
"A_06_P3926" "YIL127C"
"A_06_P6611" "YOR250C"
