"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"A_06_P1393" -2.5841176 -0.0843749 -25.7366021615647 3.58548503098961e-08 1.56178782453313e-06 9.77990627834385
"A_06_P2057" 4.0060943 -0.104314183333333 25.6608988419385 3.65920989828067e-08 1.58298422722881e-06 9.7586183972341
"A_06_P5972" 3.2574189 0.0549146166666667 25.6257022304796 3.6940751958042e-08 1.58719584603397e-06 9.74869655030483
"A_06_P2759" -2.22272616666667 -0.0428956166666667 -25.5364662853632 3.78418443858263e-08 1.61492627797891e-06 9.72347107586536
"A_06_P6453" -1.85008939666667 -0.0173641783333334 -25.4934112576633 3.82855684733199e-08 1.62289698307039e-06 9.71126407444937
"A_06_P5967" 3.1774038 -0.0089442666666667 25.4038457063501 3.92278015838661e-08 1.65175196535799e-06 9.68579471650018
"A_06_P1246" 1.91302397 0.0284204483333333 25.3647922606785 3.96469162879576e-08 1.65834386274663e-06 9.67465713843451
"A_06_P4302" 2.2257131 0.02761285 25.2987200258845 4.03676910232241e-08 1.67108716888205e-06 9.6557694931654
"A_06_P3553" 1.90976541666667 -0.00220870833333333 25.288479551904 4.04807373082574e-08 1.67108716888205e-06 9.65283707930695
"A_06_P3480" 2.46966726666667 -0.0498845666666667 25.191684197118 4.15673258689179e-08 1.70480019602653e-06 9.62505217954625
"A_06_P5890" -2.13693156666667 0.0385490166666667 -25.1441874780715 4.2112663608974e-08 1.71602311841471e-06 9.61137383570778
"A_06_P7050" 3.02058996666667 -0.0222302166666667 25.0985204855197 4.26447101599806e-08 1.72656403442588e-06 9.5981946648931
"A_06_P3819" -2.15355827333333 0.0314265833333334 -24.9729726757456 4.41474226983201e-08 1.77601988383815e-06 9.56182144327647
"A_06_P5241" 2.04290644333333 0.059916345 24.878334357807 4.53201954888763e-08 1.80119810341211e-06 9.53426560601121
"A_06_P1144" 2.09688154666667 0.02503745 24.8440442224908 4.57538746245682e-08 1.80119810341211e-06 9.52425197318217
"A_06_P2775" -1.96463377333333 0.0242947 -24.828831690945 4.59477889458376e-08 1.80119810341211e-06 9.51980448732895
"A_06_P4185" 2.78894266666667 -0.0654132333333333 24.8137667096161 4.61407478837645e-08 1.80119810341211e-06 9.5153970924152
"A_06_P3926" -2.27857176666667 0.00880988333333332 -24.7501337692103 4.696606139067e-08 1.80119810341211e-06 9.49674718378091
"A_06_P6151" -1.88208436666667 -0.00391173333333335 -24.7433771701836 4.70546796561815e-08 1.80119810341211e-06 9.49476373034647
"A_06_P3344" -2.08166153333333 0.0444499666666667 -24.7209723669387 4.73499060845921e-08 1.80119810341211e-06 9.48818222891933
"A_06_P6905" -2.12961323333333 -0.00835656666666666 -24.7190269445653 4.73756404209914e-08 1.80119810341211e-06 9.48761043447652
